,rank,team,rank_change,year,previous_cup_wins,won_this_year,Part,W,D,L,Gd,Pts
8071,13,Egypt,-1,2010,7,1,25.0,60.0,20.0,27.0,78.0,200.0
8072,19,Cameroon,-1,2010,4,0,20.0,45.0,30.0,16.0,55.0,165.0
8073,20,Nigeria,-2,2010,2,0,19.0,53.0,22.0,22.0,46.0,181.0
8074,27,Ivory Coast,2,2010,1,0,24.0,44.0,30.0,25.0,42.0,162.0
8075,101,Congo,2,2010,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
8076,102,Libya,1,2010,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
8077,107,Rwanda,0,2010,0,0,1.0,1.0,1.0,1.0,0.0,4.0
8078,108,Tanzania,-1,2010,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
8079,111,DR Congo,0,2010,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
8080,112,Namibia,0,2010,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
8081,113,Zimbabwe,0,2010,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
8082,114,Kenya,0,2010,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
8083,116,Botswana,0,2010,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
8084,117,Cape Verde,1,2010,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
8085,123,Ethiopia,0,2010,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
8086,70,Morocco,2,2010,1,0,18.0,27.0,24.0,19.0,19.0,105.0
8087,71,Zambia,0,2010,0,0,17.0,26.0,20.0,21.0,12.0,98.0
8088,73,Togo,0,2010,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
8089,74,Uganda,0,2010,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
8090,77,Senegal,5,2010,0,0,16.0,27.0,17.0,23.0,22.0,98.0
8091,82,Malawi,1,2010,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
8092,93,Gambia,1,2010,0,0,1.0,3.0,1.0,1.0,1.0,10.0
8093,89,Mozambique,0,2010,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
8094,87,Guinea,2,2010,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
8095,85,Angola,-1,2010,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
8096,90,South Africa,2,2010,1,0,10.0,16.0,13.0,14.0,3.0,61.0
8097,27,Ivory Coast,0,2010,1,0,24.0,44.0,30.0,25.0,42.0,162.0
8098,30,Algeria,-1,2010,1,0,19.0,28.0,22.0,27.0,5.0,106.0
8099,32,Ghana,0,2010,4,0,23.0,54.0,21.0,27.0,46.0,183.0
8100,42,Gabon,1,2010,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
8101,21,Nigeria,1,2010,2,0,19.0,53.0,22.0,22.0,46.0,181.0
8102,12,Egypt,-1,2010,7,1,25.0,60.0,20.0,27.0,78.0,200.0
8103,19,Cameroon,0,2010,4,0,20.0,45.0,30.0,16.0,55.0,165.0
8104,150,Liberia,-2,2010,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
8105,148,Madagascar,-1,2010,0,0,1.0,2.0,2.0,1.0,0.0,8.0
8106,144,Burundi,-1,2010,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
8107,141,Equatorial Guinea,0,2010,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
8108,162,Niger,1,2010,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
8109,164,Mauritania,-1,2010,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
8110,172,Mauritius,-1,2010,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
8111,171,Comoros,-1,2010,0,0,1.0,1.0,0.0,3.0,-3.0,3.0
8112,123,Ethiopia,0,2010,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
8113,121,DR Congo,10,2010,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
8114,118,Sudan,-3,2010,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
8115,116,Botswana,0,2010,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
8116,114,Cape Verde,-3,2010,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
8117,113,Kenya,-1,2010,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
8118,111,Namibia,-1,2010,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
8119,110,Zimbabwe,-3,2010,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
8120,108,Tanzania,0,2010,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
8121,48,Burkina Faso,-4,2010,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
8122,107,Rwanda,0,2010,0,0,1.0,1.0,1.0,1.0,0.0,4.0
8123,130,Sierra Leone,-3,2010,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
8124,102,Libya,0,2010,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
8125,103,Congo,2,2010,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
8126,73,Uganda,-1,2010,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
8127,75,Senegal,-2,2010,0,0,16.0,27.0,17.0,23.0,22.0,98.0
8128,76,Togo,3,2010,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
8129,83,South Africa,-7,2010,1,0,10.0,16.0,13.0,14.0,3.0,61.0
8130,85,Mozambique,-4,2010,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
8131,86,Malawi,4,2010,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
8132,87,Guinea,0,2010,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
8133,88,Angola,3,2010,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
8134,71,Zambia,0,2010,0,0,17.0,26.0,20.0,21.0,12.0,98.0
8135,54,Mali,0,2010,0,0,12.0,19.0,19.0,16.0,0.0,76.0
8136,55,Tunisia,0,2010,1,0,20.0,25.0,29.0,26.0,5.0,104.0
8137,60,Benin,1,2010,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
8138,70,Morocco,0,2010,1,0,18.0,27.0,24.0,19.0,19.0,105.0
8139,93,Gambia,0,2010,0,0,1.0,3.0,1.0,1.0,1.0,10.0
8140,191,Guinea-Bissau,2,2010,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
8141,188,Guinea-Bissau,-3,2010,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
8142,115,Kenya,2,2010,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
8143,124,DR Congo,3,2010,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
8144,119,Namibia,8,2010,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
8145,139,Sierra Leone,9,2010,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
8146,147,Niger,-15,2010,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
8147,146,Ethiopia,23,2010,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
8148,144,Madagascar,-4,2010,0,0,1.0,2.0,2.0,1.0,0.0,8.0
8149,147,Equatorial Guinea,6,2010,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
8150,45,Burkina Faso,-3,2010,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
8151,141,Burundi,-3,2010,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
8152,55,Mali,1,2010,0,0,12.0,19.0,19.0,16.0,0.0,76.0
8153,156,Liberia,6,2010,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
8154,40,Cameroon,21,2010,4,0,20.0,45.0,30.0,16.0,55.0,165.0
8155,9,Egypt,-3,2010,7,1,25.0,60.0,20.0,27.0,78.0,200.0
8156,23,Ghana,-9,2010,4,0,23.0,54.0,21.0,27.0,46.0,183.0
8157,34,Gabon,-8,2010,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
8158,33,Algeria,3,2010,1,0,19.0,28.0,22.0,27.0,5.0,106.0
8159,30,Nigeria,9,2010,2,0,19.0,53.0,22.0,22.0,46.0,181.0
8160,26,Ivory Coast,-1,2010,1,0,24.0,44.0,30.0,25.0,42.0,162.0
8161,61,Benin,1,2010,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
8162,113,Rwanda,6,2010,0,0,1.0,1.0,1.0,1.0,0.0,4.0
8163,112,Tanzania,4,2010,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
8164,110,Zimbabwe,0,2010,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
8165,108,Cape Verde,-6,2010,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
8166,107,Congo,4,2010,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
8167,102,Gambia,9,2010,0,0,1.0,3.0,1.0,1.0,1.0,10.0
8168,101,Guinea,14,2010,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
8169,177,Mauritius,5,2010,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
8170,172,Comoros,1,2010,0,0,1.0,1.0,0.0,3.0,-3.0,3.0
8171,168,Mauritania,4,2010,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
8172,75,Togo,-1,2010,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
8173,74,Malawi,-12,2010,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
8174,73,Zambia,2,2010,0,0,17.0,26.0,20.0,21.0,12.0,98.0
8175,96,Libya,-6,2010,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
8176,66,South Africa,-17,2010,1,0,10.0,16.0,13.0,14.0,3.0,61.0
8177,65,Tunisia,10,2010,1,0,20.0,25.0,29.0,26.0,5.0,104.0
8178,70,Uganda,-3,2010,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
8179,80,Mozambique,-5,2010,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
8180,93,Botswana,-23,2010,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
8181,91,Senegal,16,2010,0,0,16.0,27.0,17.0,23.0,22.0,98.0
8182,86,Angola,-2,2010,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
8183,82,Morocco,12,2010,1,0,18.0,27.0,24.0,19.0,19.0,105.0
8184,142,Burundi,1,2010,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
8185,144,Ethiopia,-2,2010,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
8186,137,Sierra Leone,-2,2010,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
8187,34,Gabon,0,2010,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
8188,40,Cameroon,0,2010,4,0,20.0,45.0,30.0,16.0,55.0,165.0
8189,45,Burkina Faso,0,2010,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
8190,55,Mali,0,2010,0,0,12.0,19.0,19.0,16.0,0.0,76.0
8191,33,Algeria,0,2010,1,0,19.0,28.0,22.0,27.0,5.0,106.0
8192,30,Nigeria,0,2010,2,0,19.0,53.0,22.0,22.0,46.0,181.0
8193,9,Egypt,0,2010,7,1,25.0,60.0,20.0,27.0,78.0,200.0
8194,61,Benin,0,2010,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
8195,23,Ghana,0,2010,4,0,23.0,54.0,21.0,27.0,46.0,183.0
8196,26,Ivory Coast,0,2010,1,0,24.0,44.0,30.0,25.0,42.0,162.0
8197,64,Tunisia,-1,2010,1,0,20.0,25.0,29.0,26.0,5.0,104.0
8198,102,Guinea,1,2010,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
8199,103,Gambia,1,2010,0,0,1.0,3.0,1.0,1.0,1.0,10.0
8200,106,Congo,-1,2010,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
8201,108,Cape Verde,0,2010,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
8202,111,Rwanda,-2,2010,0,0,1.0,1.0,1.0,1.0,0.0,4.0
8203,113,Zimbabwe,3,2010,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
8204,115,Namibia,-4,2010,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
8205,116,Kenya,1,2010,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
8206,120,Sudan,-1,2010,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
8207,123,DR Congo,-1,2010,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
8208,94,Libya,-2,2010,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
8209,93,Botswana,0,2010,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
8210,66,South Africa,0,2010,1,0,10.0,16.0,13.0,14.0,3.0,61.0
8211,69,Uganda,-1,2010,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
8212,72,Zambia,-1,2010,0,0,17.0,26.0,20.0,21.0,12.0,98.0
8213,74,Malawi,0,2010,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
8214,75,Togo,0,2010,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
8215,80,Mozambique,0,2010,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
8216,83,Morocco,1,2010,1,0,18.0,27.0,24.0,19.0,19.0,105.0
8217,87,Angola,1,2010,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
8218,91,Senegal,0,2010,0,0,16.0,27.0,17.0,23.0,22.0,98.0
8219,111,Tanzania,-1,2010,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
8220,188,Guinea-Bissau,0,2010,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
8221,183,Mauritius,6,2010,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
8222,145,Equatorial Guinea,-2,2010,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
8223,145,Niger,-2,2010,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
8224,148,Madagascar,4,2010,0,0,1.0,2.0,2.0,1.0,0.0,8.0
8225,172,Comoros,0,2010,0,0,1.0,1.0,0.0,3.0,-3.0,3.0
8226,156,Liberia,0,2010,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
8227,168,Mauritania,0,2010,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
8228,164,Equatorial Guinea,19,2010,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
8229,20,Ghana,-3,2010,4,0,23.0,54.0,21.0,27.0,46.0,183.0
8230,9,Egypt,0,2010,7,1,25.0,60.0,20.0,27.0,78.0,200.0
8231,169,Mauritania,1,2010,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
8232,193,Mauritius,10,2010,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
8233,135,Ethiopia,-9,2010,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
8234,23,Ivory Coast,-3,2010,1,0,24.0,44.0,30.0,25.0,42.0,162.0
8235,174,Comoros,2,2010,0,0,1.0,1.0,0.0,3.0,-3.0,3.0
8236,58,South Africa,-8,2010,1,0,10.0,16.0,13.0,14.0,3.0,61.0
8237,56,Tunisia,-8,2010,1,0,20.0,25.0,29.0,26.0,5.0,104.0
8238,63,Uganda,-6,2010,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
8239,107,Libya,13,2010,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
8240,95,Morocco,12,2010,1,0,18.0,27.0,24.0,19.0,19.0,105.0
8241,65,Mali,10,2010,0,0,12.0,19.0,19.0,16.0,0.0,76.0
8242,93,Angola,6,2010,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
8243,91,Gambia,-12,2010,0,0,1.0,3.0,1.0,1.0,1.0,10.0
8244,86,Mozambique,6,2010,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
8245,84,Togo,9,2010,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
8246,82,Botswana,-11,2010,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
8247,81,Guinea,-21,2010,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
8248,79,Senegal,-12,2010,0,0,16.0,27.0,17.0,23.0,22.0,98.0
8249,78,Malawi,4,2010,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
8250,77,Cape Verde,-31,2010,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
8251,74,Zambia,2,2010,0,0,17.0,26.0,20.0,21.0,12.0,98.0
8252,69,Benin,8,2010,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
8253,111,Tanzania,0,2010,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
8254,112,Rwanda,1,2010,0,0,1.0,1.0,1.0,1.0,0.0,4.0
8255,114,Kenya,-2,2010,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
8256,139,Liberia,-17,2010,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
8257,140,Guinea-Bissau,-48,2010,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
8258,31,Gabon,-3,2010,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
8259,34,Nigeria,4,2010,2,0,19.0,53.0,22.0,22.0,46.0,181.0
8260,37,Cameroon,-3,2010,4,0,20.0,45.0,30.0,16.0,55.0,165.0
8261,39,Burkina Faso,-6,2010,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
8262,35,Algeria,2,2010,1,0,19.0,28.0,22.0,27.0,5.0,106.0
8263,116,Namibia,1,2010,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
8264,117,Congo,11,2010,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
8265,118,Zimbabwe,5,2010,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
8266,122,Burundi,-20,2010,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
8267,154,Niger,9,2010,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
8268,154,Madagascar,6,2010,0,0,1.0,2.0,2.0,1.0,0.0,8.0
8269,132,DR Congo,9,2010,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
8270,132,Sierra Leone,-5,2010,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
8271,87,Togo,3,2010,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
8272,92,Angola,-1,2010,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
8273,100,Niger,-54,2010,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
8274,84,Malawi,6,2010,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
8275,102,Gambia,11,2010,0,0,1.0,3.0,1.0,1.0,1.0,10.0
8276,81,Libya,-26,2010,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
8277,63,Uganda,0,2010,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
8278,64,Mali,-1,2010,0,0,12.0,19.0,19.0,16.0,0.0,76.0
8279,68,Benin,-1,2010,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
8280,73,Senegal,-6,2010,0,0,16.0,27.0,17.0,23.0,22.0,98.0
8281,76,Zambia,2,2010,0,0,17.0,26.0,20.0,21.0,12.0,98.0
8282,77,Morocco,-18,2010,1,0,18.0,27.0,24.0,19.0,19.0,105.0
8283,79,Botswana,-3,2010,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
8284,82,Cape Verde,5,2010,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
8285,167,Equatorial Guinea,3,2010,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
8286,164,Liberia,25,2010,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
8287,160,Madagascar,6,2010,0,0,1.0,2.0,2.0,1.0,0.0,8.0
8288,180,Mauritania,11,2010,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
8289,181,Comoros,7,2010,0,0,1.0,1.0,0.0,3.0,-3.0,3.0
8290,193,Mauritius,0,2010,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
8291,124,DR Congo,-8,2010,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
8292,122,Sierra Leone,-10,2010,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
8293,118,Rwanda,6,2010,0,0,1.0,1.0,1.0,1.0,0.0,4.0
8294,118,Zimbabwe,0,2010,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
8295,115,Kenya,1,2010,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
8296,115,Congo,-2,2010,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
8297,120,Tanzania,9,2010,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
8298,133,Ethiopia,-2,2010,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
8299,146,Guinea-Bissau,6,2010,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
8300,140,Namibia,24,2010,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
8301,136,Burundi,14,2010,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
8302,90,Mozambique,3,2010,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
8303,19,Ivory Coast,-4,2010,1,0,24.0,44.0,30.0,25.0,42.0,162.0
8304,17,Ghana,-3,2010,4,0,23.0,54.0,21.0,27.0,46.0,183.0
8305,11,Egypt,2,2010,7,1,25.0,60.0,20.0,27.0,78.0,200.0
8306,47,Guinea,-34,2010,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
8307,45,Tunisia,-11,2010,1,0,20.0,25.0,29.0,26.0,5.0,104.0
8308,52,South Africa,-6,2010,1,0,10.0,16.0,13.0,14.0,3.0,61.0
8309,33,Algeria,-2,2010,1,0,19.0,28.0,22.0,27.0,5.0,106.0
8310,34,Nigeria,0,2010,2,0,19.0,53.0,22.0,22.0,46.0,181.0
8311,37,Burkina Faso,-2,2010,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
8312,38,Cameroon,1,2010,4,0,20.0,45.0,30.0,16.0,55.0,165.0
8313,39,Gabon,8,2010,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
8314,83,Cape Verde,1,2010,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
8315,77,Malawi,-7,2010,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
8316,80,Morocco,3,2010,1,0,18.0,27.0,24.0,19.0,19.0,105.0
8317,81,Libya,0,2010,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
8318,75,Senegal,2,2010,0,0,16.0,27.0,17.0,23.0,22.0,98.0
8319,92,Angola,0,2010,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
8320,96,Sudan,3,2010,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
8321,50,South Africa,-2,2010,1,0,10.0,16.0,13.0,14.0,3.0,61.0
8322,64,Mali,0,2010,0,0,12.0,19.0,19.0,16.0,0.0,76.0
8323,67,Botswana,-12,2010,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
8324,69,Zambia,-7,2010,0,0,17.0,26.0,20.0,21.0,12.0,98.0
8325,70,Uganda,7,2010,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
8326,72,Benin,4,2010,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
8327,124,Tanzania,4,2010,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
8328,127,Rwanda,9,2010,0,0,1.0,1.0,1.0,1.0,0.0,4.0
8329,129,DR Congo,5,2010,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
8330,131,Ethiopia,-2,2010,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
8331,125,Sierra Leone,3,2010,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
8332,136,Burundi,0,2010,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
8333,141,Namibia,1,2010,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
8334,148,Guinea-Bissau,2,2010,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
8335,98,Mozambique,8,2010,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
8336,47,Guinea,0,2010,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
8337,102,Niger,2,2010,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
8338,103,Gambia,1,2010,0,0,1.0,3.0,1.0,1.0,1.0,10.0
8339,107,Togo,20,2010,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
8340,116,Kenya,1,2010,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
8341,117,Zimbabwe,-1,2010,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
8342,119,Congo,4,2010,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
8343,19,Ivory Coast,0,2010,1,0,24.0,44.0,30.0,25.0,42.0,162.0
8344,44,Tunisia,-1,2010,1,0,20.0,25.0,29.0,26.0,5.0,104.0
8345,167,Equatorial Guinea,0,2010,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
8346,164,Liberia,0,2010,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
8347,158,Madagascar,-2,2010,0,0,1.0,2.0,2.0,1.0,0.0,8.0
8348,192,Mauritius,-1,2010,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
8349,186,Comoros,5,2010,0,0,1.0,1.0,0.0,3.0,-3.0,3.0
8350,181,Mauritania,1,2010,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
8351,34,Algeria,1,2010,1,0,19.0,28.0,22.0,27.0,5.0,106.0
8352,37,Gabon,-2,2010,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
8353,38,Cameroon,0,2010,4,0,20.0,45.0,30.0,16.0,55.0,165.0
8354,41,Burkina Faso,4,2010,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
8355,33,Nigeria,-1,2010,2,0,19.0,53.0,22.0,22.0,46.0,181.0
8356,17,Ghana,0,2010,4,0,23.0,54.0,21.0,27.0,46.0,183.0
8357,10,Egypt,-1,2010,7,1,25.0,60.0,20.0,27.0,78.0,200.0
8358,155,Madagascar,-3,2010,0,0,1.0,2.0,2.0,1.0,0.0,8.0
8359,94,Niger,-8,2010,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
8360,67,Mali,3,2010,0,0,12.0,19.0,19.0,16.0,0.0,76.0
8361,70,Senegal,-5,2010,0,0,16.0,27.0,17.0,23.0,22.0,98.0
8362,53,Botswana,-14,2010,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
8363,51,South Africa,1,2010,1,0,10.0,16.0,13.0,14.0,3.0,61.0
8364,71,Benin,-1,2010,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
8365,72,Libya,-9,2010,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
8366,96,Mozambique,-2,2010,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
8367,88,Angola,-4,2010,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
8368,86,Malawi,9,2010,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
8369,80,Uganda,11,2010,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
8370,79,Morocco,-1,2010,1,0,18.0,27.0,24.0,19.0,19.0,105.0
8371,76,Zambia,7,2010,0,0,17.0,26.0,20.0,21.0,12.0,98.0
8372,75,Cape Verde,-8,2010,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
8373,46,Guinea,-1,2010,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
8374,16,Ghana,-1,2010,4,0,23.0,54.0,21.0,27.0,46.0,183.0
8375,9,Egypt,-1,2010,7,1,25.0,60.0,20.0,27.0,78.0,200.0
8376,21,Ivory Coast,2,2010,1,0,24.0,44.0,30.0,25.0,42.0,162.0
8377,45,Tunisia,1,2010,1,0,20.0,25.0,29.0,26.0,5.0,104.0
8378,41,Burkina Faso,0,2010,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
8379,39,Gabon,2,2010,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
8380,37,Cameroon,-1,2010,4,0,20.0,45.0,30.0,16.0,55.0,165.0
8381,35,Algeria,1,2010,1,0,19.0,28.0,22.0,27.0,5.0,106.0
8382,32,Nigeria,-1,2010,2,0,19.0,53.0,22.0,22.0,46.0,181.0
