,rank,team,rank_change,year,previous_cup_wins,won_this_year,Part,W,D,L,Gd,Pts
8383,100,Gambia,-3,2010,0,0,1.0,3.0,1.0,1.0,1.0,10.0
8384,165,Equatorial Guinea,-2,2010,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
8385,160,Liberia,-4,2010,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
8386,180,Mauritania,-1,2010,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
8387,191,Mauritius,-1,2010,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
8388,186,Comoros,0,2010,0,0,1.0,1.0,0.0,3.0,-3.0,3.0
8389,120,Kenya,4,2010,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
8390,119,Zimbabwe,1,2010,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
8391,116,Tanzania,-8,2010,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
8392,147,Guinea-Bissau,-1,2010,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
8393,103,Togo,-4,2010,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
8394,124,Ethiopia,-7,2010,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
8395,138,Namibia,-3,2010,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
8396,121,Congo,2,2010,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
8397,132,Rwanda,5,2010,0,0,1.0,1.0,1.0,1.0,0.0,4.0
8398,130,DR Congo,1,2010,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
8399,128,Burundi,-8,2010,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
8400,125,Sierra Leone,0,2010,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
8401,10,Egypt,1,2011,7,0,25.0,60.0,20.0,27.0,78.0,200.0
8402,88,Angola,0,2011,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
8403,83,Uganda,3,2011,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
8404,81,Zambia,5,2011,0,0,17.0,26.0,20.0,21.0,12.0,98.0
8405,77,Morocco,-2,2011,1,0,18.0,27.0,24.0,19.0,19.0,105.0
8406,75,Cape Verde,0,2011,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
8407,72,Benin,1,2011,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
8408,71,Libya,-1,2011,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
8409,70,Senegal,0,2011,0,0,16.0,27.0,17.0,23.0,22.0,98.0
8410,91,Malawi,5,2011,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
8411,105,Gambia,5,2011,0,0,1.0,3.0,1.0,1.0,1.0,10.0
8412,92,Mozambique,-4,2011,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
8413,101,Togo,-2,2011,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
8414,100,Sudan,8,2011,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
8415,94,Niger,0,2011,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
8416,68,Mali,1,2011,0,0,12.0,19.0,19.0,16.0,0.0,76.0
8417,40,Gabon,1,2011,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
8418,38,Cameroon,1,2011,4,0,20.0,45.0,30.0,16.0,55.0,165.0
8419,36,Algeria,1,2011,1,0,19.0,28.0,22.0,27.0,5.0,106.0
8420,32,Nigeria,0,2011,2,0,19.0,53.0,22.0,22.0,46.0,181.0
8421,42,Burkina Faso,1,2011,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
8422,44,Tunisia,-1,2011,1,0,20.0,25.0,29.0,26.0,5.0,104.0
8423,54,Botswana,1,2011,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
8424,51,South Africa,0,2011,1,0,10.0,16.0,13.0,14.0,3.0,61.0
8425,46,Guinea,0,2011,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
8426,117,Zimbabwe,-1,2011,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
8427,186,Comoros,0,2011,0,0,1.0,1.0,0.0,3.0,-3.0,3.0
8428,176,Mauritania,-4,2011,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
8429,16,Ghana,0,2011,4,0,23.0,54.0,21.0,27.0,46.0,183.0
8430,21,Ivory Coast,0,2011,1,0,24.0,44.0,30.0,25.0,42.0,162.0
8431,191,Mauritius,0,2011,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
8432,164,Equatorial Guinea,-1,2011,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
8433,138,Namibia,-1,2011,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
8434,134,Rwanda,2,2011,0,0,1.0,1.0,1.0,1.0,0.0,4.0
8435,125,Kenya,5,2011,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
8436,124,Ethiopia,0,2011,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
8437,123,Sierra Leone,-2,2011,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
8438,122,Congo,0,2011,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
8439,120,Tanzania,4,2011,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
8440,128,DR Congo,-2,2011,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
8441,159,Liberia,-1,2011,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
8442,140,Burundi,12,2011,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
8443,154,Madagascar,-1,2011,0,0,1.0,2.0,2.0,1.0,0.0,8.0
8444,147,Guinea-Bissau,0,2011,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
8445,191,Mauritius,0,2011,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
8446,69,Senegal,-1,2011,0,0,16.0,27.0,17.0,23.0,22.0,98.0
8447,67,Botswana,13,2011,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
8448,61,Gabon,21,2011,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
8449,70,Libya,-1,2011,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
8450,55,Algeria,19,2011,1,0,19.0,28.0,22.0,27.0,5.0,106.0
8451,73,Cape Verde,-2,2011,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
8452,89,Malawi,-2,2011,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
8453,86,Uganda,3,2011,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
8454,84,Mali,16,2011,0,0,12.0,19.0,19.0,16.0,0.0,76.0
8455,74,Morocco,-3,2011,1,0,18.0,27.0,24.0,19.0,19.0,105.0
8456,83,Benin,11,2011,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
8457,47,South Africa,-4,2011,1,0,10.0,16.0,13.0,14.0,3.0,61.0
8458,46,Guinea,0,2011,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
8459,15,Ghana,-1,2011,4,0,23.0,54.0,21.0,27.0,46.0,183.0
8460,47,Tunisia,3,2011,1,0,20.0,25.0,29.0,26.0,5.0,104.0
8461,43,Cameroon,5,2011,4,0,20.0,45.0,30.0,16.0,55.0,165.0
8462,41,Burkina Faso,-1,2011,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
8463,40,Nigeria,8,2011,2,0,19.0,53.0,22.0,22.0,46.0,181.0
8464,33,Egypt,23,2011,7,0,25.0,60.0,20.0,27.0,78.0,200.0
8465,94,Mozambique,2,2011,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
8466,96,Niger,2,2011,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
8467,165,Equatorial Guinea,1,2011,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
8468,158,Liberia,-1,2011,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
8469,155,Madagascar,1,2011,0,0,1.0,2.0,2.0,1.0,0.0,8.0
8470,186,Comoros,0,2011,0,0,1.0,1.0,0.0,3.0,-3.0,3.0
8471,176,Mauritania,0,2011,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
8472,146,Guinea-Bissau,-1,2011,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
8473,113,Zimbabwe,-5,2011,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
8474,107,Angola,19,2011,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
8475,103,Togo,2,2011,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
8476,102,Zambia,21,2011,0,0,17.0,26.0,20.0,21.0,12.0,98.0
8477,108,Gambia,2,2011,0,0,1.0,3.0,1.0,1.0,1.0,10.0
8478,121,Sierra Leone,-2,2011,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
8479,122,DR Congo,-6,2011,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
8480,123,Tanzania,3,2011,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
8481,144,Burundi,4,2011,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
8482,138,Namibia,0,2011,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
8483,135,Rwanda,1,2011,0,0,1.0,1.0,1.0,1.0,0.0,4.0
8484,127,Kenya,1,2011,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
8485,123,Ethiopia,-1,2011,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
8486,26,Ivory Coast,5,2011,1,0,24.0,44.0,30.0,25.0,42.0,162.0
8487,119,Congo,-3,2011,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
8488,140,Namibia,2,2011,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
8489,71,Libya,1,2011,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
8490,16,Ghana,1,2011,4,0,23.0,54.0,21.0,27.0,46.0,183.0
8491,73,Cape Verde,0,2011,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
8492,93,Mozambique,-1,2011,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
8493,88,Malawi,-1,2011,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
8494,86,Uganda,0,2011,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
8495,85,Mali,1,2011,0,0,12.0,19.0,19.0,16.0,0.0,76.0
8496,80,Benin,-3,2011,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
8497,55,Algeria,0,2011,1,0,19.0,28.0,22.0,27.0,5.0,106.0
8498,60,Gabon,-1,2011,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
8499,66,Morocco,-8,2011,1,0,18.0,27.0,24.0,19.0,19.0,105.0
8500,67,Botswana,0,2011,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
8501,69,Senegal,0,2011,0,0,16.0,27.0,17.0,23.0,22.0,98.0
8502,46,South Africa,-1,2011,1,0,10.0,16.0,13.0,14.0,3.0,61.0
8503,25,Ivory Coast,-1,2011,1,0,24.0,44.0,30.0,25.0,42.0,162.0
8504,97,Zambia,-4,2011,0,0,17.0,26.0,20.0,21.0,12.0,98.0
8505,39,Nigeria,-1,2011,2,0,19.0,53.0,22.0,22.0,46.0,181.0
8506,40,Burkina Faso,-1,2011,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
8507,42,Cameroon,-1,2011,4,0,20.0,45.0,30.0,16.0,55.0,165.0
8508,44,Tunisia,-3,2011,1,0,20.0,25.0,29.0,26.0,5.0,104.0
8509,45,Guinea,-1,2011,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
8510,35,Egypt,2,2011,7,0,25.0,60.0,20.0,27.0,78.0,200.0
8511,174,Mauritania,-2,2011,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
8512,187,Comoros,1,2011,0,0,1.0,1.0,0.0,3.0,-3.0,3.0
8513,148,Equatorial Guinea,-17,2011,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
8514,156,Madagascar,1,2011,0,0,1.0,2.0,2.0,1.0,0.0,8.0
8515,160,Liberia,2,2011,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
8516,191,Mauritius,0,2011,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
8517,144,Burundi,0,2011,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
8518,124,Ethiopia,1,2011,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
8519,123,DR Congo,1,2011,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
8520,122,Sierra Leone,1,2011,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
8521,121,Tanzania,-2,2011,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
8522,120,Congo,1,2011,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
8523,107,Gambia,-1,2011,0,0,1.0,3.0,1.0,1.0,1.0,10.0
8524,104,Niger,8,2011,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
8525,102,Togo,-1,2011,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
8526,104,Angola,-3,2011,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
8527,127,Zimbabwe,14,2011,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
8528,133,Rwanda,-2,2011,0,0,1.0,1.0,1.0,1.0,0.0,4.0
8529,129,Kenya,2,2011,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
8530,136,Guinea-Bissau,-10,2011,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
8531,70,Mali,-15,2011,0,0,12.0,19.0,19.0,16.0,0.0,76.0
8532,72,Morocco,6,2011,1,0,18.0,27.0,24.0,19.0,19.0,105.0
8533,69,Botswana,2,2011,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
8534,62,Guinea,17,2011,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
8535,59,Tunisia,15,2011,1,0,20.0,25.0,29.0,26.0,5.0,104.0
8536,59,Gabon,-1,2011,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
8537,58,Libya,-13,2011,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
8538,84,Uganda,-2,2011,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
8539,96,Mozambique,3,2011,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
8540,97,Niger,-7,2011,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
8541,89,Zambia,-8,2011,0,0,17.0,26.0,20.0,21.0,12.0,98.0
8542,80,Benin,0,2011,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
8543,79,Cape Verde,6,2011,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
8544,78,Malawi,-11,2011,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
8545,21,Ivory Coast,-4,2011,1,0,24.0,44.0,30.0,25.0,42.0,162.0
8546,15,Ghana,-1,2011,4,0,23.0,54.0,21.0,27.0,46.0,183.0
8547,51,Senegal,-18,2011,0,0,16.0,27.0,17.0,23.0,22.0,98.0
8548,48,Cameroon,6,2011,4,0,20.0,45.0,30.0,16.0,55.0,165.0
8549,42,Burkina Faso,2,2011,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
8550,40,Algeria,-15,2011,1,0,19.0,28.0,22.0,27.0,5.0,106.0
8551,39,South Africa,-7,2011,1,0,10.0,16.0,13.0,14.0,3.0,61.0
8552,36,Egypt,1,2011,7,0,25.0,60.0,20.0,27.0,78.0,200.0
8553,38,Nigeria,-1,2011,2,0,19.0,53.0,22.0,22.0,46.0,181.0
8554,103,Gambia,-4,2011,0,0,1.0,3.0,1.0,1.0,1.0,10.0
8555,159,Liberia,-1,2011,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
8556,189,Mauritius,-2,2011,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
8557,188,Comoros,1,2011,0,0,1.0,1.0,0.0,3.0,-3.0,3.0
8558,180,Mauritania,6,2011,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
8559,138,Madagascar,-18,2011,0,0,1.0,2.0,2.0,1.0,0.0,8.0
8560,124,Kenya,-5,2011,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
8561,123,Rwanda,-10,2011,0,0,1.0,1.0,1.0,1.0,0.0,4.0
8562,122,Congo,2,2011,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
8563,121,Sierra Leone,-1,2011,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
8564,116,DR Congo,-7,2011,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
8565,112,Tanzania,-9,2011,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
8566,109,Togo,7,2011,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
8567,107,Angola,3,2011,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
8568,127,Ethiopia,3,2011,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
8569,129,Zimbabwe,2,2011,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
8570,148,Burundi,4,2011,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
8571,142,Equatorial Guinea,-6,2011,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
8572,136,Guinea-Bissau,0,2011,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
8573,141,Namibia,1,2011,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
8574,157,Liberia,-2,2011,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
8575,142,Equatorial Guinea,0,2011,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
8576,136,Guinea-Bissau,0,2011,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
8577,138,Madagascar,0,2011,0,0,1.0,2.0,2.0,1.0,0.0,8.0
8578,140,Namibia,-1,2011,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
8579,149,Burundi,1,2011,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
8580,189,Mauritius,0,2011,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
8581,188,Comoros,0,2011,0,0,1.0,1.0,0.0,3.0,-3.0,3.0
8582,180,Mauritania,0,2011,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
8583,94,Mozambique,-2,2011,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
8584,90,Zambia,1,2011,0,0,17.0,26.0,20.0,21.0,12.0,98.0
8585,84,Uganda,0,2011,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
8586,80,Benin,0,2011,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
8587,79,Cape Verde,0,2011,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
8588,73,Morocco,1,2011,1,0,18.0,27.0,24.0,19.0,19.0,105.0
8589,72,Malawi,-6,2011,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
8590,70,Mali,0,2011,0,0,12.0,19.0,19.0,16.0,0.0,76.0
8591,69,Botswana,0,2011,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
8592,99,Niger,2,2011,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
8593,128,Ethiopia,1,2011,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
8594,127,DR Congo,11,2011,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
8595,126,Zimbabwe,-3,2011,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
8596,123,Kenya,-1,2011,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
8597,122,Rwanda,-1,2011,0,0,1.0,1.0,1.0,1.0,0.0,4.0
8598,121,Congo,-1,2011,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
8599,118,Sierra Leone,-3,2011,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
8600,109,Togo,0,2011,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
8601,105,Angola,-2,2011,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
8602,104,Sudan,-1,2011,1,0,9.0,7.0,7.0,13.0,-13.0,28.0
8603,103,Gambia,0,2011,0,0,1.0,3.0,1.0,1.0,1.0,10.0
8604,117,Tanzania,5,2011,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
8605,21,Ivory Coast,0,2011,1,0,24.0,44.0,30.0,25.0,42.0,162.0
8606,15,Ghana,0,2011,4,0,23.0,54.0,21.0,27.0,46.0,183.0
8607,62,Guinea,0,2011,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
8608,61,Tunisia,0,2011,1,0,20.0,25.0,29.0,26.0,5.0,104.0
8609,59,Gabon,0,2011,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
8610,58,Libya,0,2011,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
8611,49,Cameroon,1,2011,4,0,20.0,45.0,30.0,16.0,55.0,165.0
8612,38,South Africa,-1,2011,1,0,10.0,16.0,13.0,14.0,3.0,61.0
8613,36,Egypt,0,2011,7,0,25.0,60.0,20.0,27.0,78.0,200.0
8614,40,Senegal,-11,2011,0,0,16.0,27.0,17.0,23.0,22.0,98.0
8615,41,Algeria,1,2011,1,0,19.0,28.0,22.0,27.0,5.0,106.0
8616,39,Nigeria,1,2011,2,0,19.0,53.0,22.0,22.0,46.0,181.0
8617,44,Burkina Faso,2,2011,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
8618,134,Rwanda,12,2011,0,0,1.0,1.0,1.0,1.0,0.0,4.0
8619,136,Ethiopia,8,2011,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
8620,138,Madagascar,0,2011,0,0,1.0,2.0,2.0,1.0,0.0,8.0
8621,139,Burundi,-10,2011,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
8622,145,Guinea-Bissau,9,2011,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
8623,149,Equatorial Guinea,7,2011,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
8624,130,Kenya,7,2011,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
8625,129,Congo,8,2011,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
8626,113,Togo,4,2011,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
8627,127,Tanzania,10,2011,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
8628,105,Gambia,2,2011,0,0,1.0,3.0,1.0,1.0,1.0,10.0
8629,106,Mozambique,12,2011,0,0,4.0,0.0,2.0,10.0,-22.0,2.0
8630,124,DR Congo,-3,2011,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
8631,125,Liberia,-32,2011,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
8632,183,Mauritania,3,2011,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
8633,189,Mauritius,0,2011,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
8634,153,Namibia,13,2011,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
8635,164,Comoros,-24,2011,0,0,1.0,1.0,0.0,3.0,-3.0,3.0
8636,102,Angola,-3,2011,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
8637,33,Ghana,18,2011,4,0,23.0,54.0,21.0,27.0,46.0,183.0
8638,34,Egypt,-2,2011,7,0,25.0,60.0,20.0,27.0,78.0,200.0
8639,37,Burkina Faso,-7,2011,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
8640,41,Nigeria,2,2011,2,0,19.0,53.0,22.0,22.0,46.0,181.0
8641,43,Senegal,3,2011,0,0,16.0,27.0,17.0,23.0,22.0,98.0
8642,47,South Africa,9,2011,1,0,10.0,16.0,13.0,14.0,3.0,61.0
8643,48,Cameroon,-1,2011,4,0,20.0,45.0,30.0,16.0,55.0,165.0
8644,14,Ivory Coast,-7,2011,1,0,24.0,44.0,30.0,25.0,42.0,162.0
8645,51,Algeria,10,2011,1,0,19.0,28.0,22.0,27.0,5.0,106.0
8646,81,Cape Verde,2,2011,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
8647,87,Benin,7,2011,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
8648,87,Zimbabwe,-39,2011,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
8649,96,Sierra Leone,-22,2011,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
8650,100,Niger,1,2011,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
8651,78,Mali,8,2011,0,0,12.0,19.0,19.0,16.0,0.0,76.0
8652,77,Uganda,-7,2011,0,0,7.0,4.0,3.0,16.0,-17.0,15.0
8653,57,Tunisia,-4,2011,1,0,20.0,25.0,29.0,26.0,5.0,104.0
8654,60,Gabon,1,2011,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
8655,63,Morocco,-10,2011,1,0,18.0,27.0,24.0,19.0,19.0,105.0
8656,66,Guinea,4,2011,0,0,13.0,13.0,17.0,17.0,-5.0,56.0
8657,71,Malawi,-1,2011,0,0,3.0,2.0,2.0,6.0,-6.0,8.0
8658,72,Zambia,-17,2011,0,0,17.0,26.0,20.0,21.0,12.0,98.0
8659,74,Botswana,5,2011,0,0,1.0,0.0,0.0,3.0,-7.0,0.0
8660,63,Libya,5,2011,0,0,3.0,3.0,5.0,3.0,-1.0,14.0
8661,60,Gabon,0,2011,0,0,8.0,7.0,10.0,8.0,-3.0,31.0
8662,50,Cameroon,2,2011,4,0,20.0,45.0,30.0,16.0,55.0,165.0
8663,134,Rwanda,0,2011,0,0,1.0,1.0,1.0,1.0,0.0,4.0
8664,139,Ethiopia,3,2011,1,0,11.0,7.0,4.0,19.0,-36.0,25.0
8665,140,Namibia,-13,2011,0,0,3.0,0.0,2.0,7.0,-14.0,2.0
8666,143,Burundi,4,2011,0,0,1.0,0.0,0.0,3.0,-4.0,0.0
8667,150,Madagascar,12,2011,0,0,1.0,2.0,2.0,1.0,0.0,8.0
8668,151,Guinea-Bissau,6,2011,0,0,3.0,0.0,3.0,6.0,-10.0,3.0
8669,130,Kenya,0,2011,0,0,6.0,2.0,4.0,11.0,-19.0,10.0
8670,129,Congo,0,2011,0,0,7.0,7.0,7.0,12.0,-13.0,28.0
8671,123,Togo,10,2011,0,0,8.0,3.0,8.0,14.0,-23.0,17.0
8672,123,DR Congo,-1,2011,0,0,19.0,20.0,24.0,29.0,-14.0,84.0
8673,125,Liberia,0,2011,0,0,2.0,1.0,2.0,2.0,-2.0,5.0
8674,127,Tanzania,0,2011,0,0,2.0,0.0,1.0,5.0,-9.0,1.0
8675,155,Equatorial Guinea,6,2011,0,0,3.0,6.0,4.0,5.0,-3.0,22.0
8676,187,Mauritania,4,2011,0,0,2.0,0.0,2.0,4.0,-10.0,2.0
8677,195,Mauritius,6,2011,0,0,1.0,0.0,0.0,3.0,-6.0,0.0
8678,175,Comoros,11,2011,0,0,1.0,1.0,0.0,3.0,-3.0,3.0
8679,34,Egypt,0,2011,7,0,25.0,60.0,20.0,27.0,78.0,200.0
8680,36,Ghana,3,2011,4,0,23.0,54.0,21.0,27.0,46.0,183.0
8681,39,Burkina Faso,2,2011,0,0,12.0,9.0,16.0,23.0,-25.0,43.0
8682,43,Nigeria,2,2011,2,0,19.0,53.0,22.0,22.0,46.0,181.0
8683,49,South Africa,2,2011,1,0,10.0,16.0,13.0,14.0,3.0,61.0
8684,52,Algeria,1,2011,1,0,19.0,28.0,22.0,27.0,5.0,106.0
8685,55,Tunisia,-2,2011,1,0,20.0,25.0,29.0,26.0,5.0,104.0
8686,46,Senegal,3,2011,0,0,16.0,27.0,17.0,23.0,22.0,98.0
8687,15,Ivory Coast,1,2011,1,0,24.0,44.0,30.0,25.0,42.0,162.0
8688,82,Cape Verde,1,2011,0,0,3.0,2.0,6.0,3.0,-3.0,12.0
8689,86,Benin,-1,2011,0,0,4.0,0.0,5.0,9.0,-17.0,5.0
8690,86,Zimbabwe,-1,2011,0,0,5.0,3.0,2.0,10.0,-15.0,11.0
8691,93,Sierra Leone,-3,2011,0,0,3.0,1.0,3.0,4.0,-10.0,6.0
8692,98,Niger,-2,2011,0,0,2.0,0.0,1.0,5.0,-8.0,1.0
8693,100,Angola,-2,2011,0,0,8.0,4.0,12.0,10.0,-9.0,24.0
